dataset,run_id,candidate,total,inside,train_total,train_accepted,train_retention,validation_total,validation_accepted,validation_retention,test_total,test_accepted,test_retention,distance_p50,distance_p99
s4,33,baseline_3sigma,87601,66925,69963,51791,0.7402627102897246,8847,6580,0.7437549451791567,8791,6449,0.7335911727903538,0.5998008251190186,5.343931198120117
s4,34,baseline_3sigma,87742,67257,70157,52058,0.7420214661402283,8788,6494,0.738962221210742,8797,6523,0.7415027850403547,0.596381425857544,5.314891338348389
s4,35,baseline_3sigma,87909,67322,70367,52149,0.7411002316426734,8742,6493,0.7427362159688858,8800,6446,0.7325,0.5960085391998291,5.214982032775879
s4,36,baseline_3sigma,87660,67012,70068,51773,0.7388965005423304,8780,6464,0.7362186788154897,8812,6540,0.7421697684975034,0.6112393140792847,5.262161731719971
s4,37,baseline_3sigma,88543,67588,70874,52319,0.7381973643367102,8805,6497,0.7378762067007382,8864,6573,0.7415388086642599,0.5940392017364502,5.420380592346191
s4,38,baseline_3sigma,87602,67026,70101,51901,0.7403746023594527,8840,6567,0.7428733031674208,8661,6403,0.7392910749336105,0.5844498872756958,5.461404800415039
s4,39,baseline_3sigma,87848,67396,70219,52076,0.7416226377476182,8838,6565,0.7428151165422041,8791,6582,0.7487202821067,0.581476092338562,5.28865909576416
s4,40,baseline_3sigma,87685,67427,70369,52351,0.7439497506004065,8651,6438,0.7441914229568836,8665,6485,0.7484131563762262,0.5814213752746582,5.344459533691406
s4,41,baseline_3sigma,87588,67048,70128,51972,0.7411019849418207,8727,6427,0.736450097398877,8733,6411,0.734111989007214,0.6076530814170837,5.188898086547852
s4,42,baseline_3sigma,87598,66962,70073,51783,0.7389864855222411,8769,6511,0.7425019956665526,8756,6469,0.738807674737323,0.5925679802894592,5.223960876464844
s4,43,baseline_3sigma,87632,67253,69874,51977,0.7438675329879497,8793,6481,0.7370635732969407,8965,6621,0.7385387618516452,0.5934798717498779,5.261626243591309
s4,44,baseline_3sigma,88341,67624,70361,52026,0.7394153010900926,9039,6757,0.747538444518199,8941,6630,0.7415277933117101,0.6039419174194336,5.298120498657227
s4,45,baseline_3sigma,88039,67311,70370,52060,0.7398038937047037,8901,6581,0.7393551286372317,8768,6484,0.739507299270073,0.5834651589393616,5.321503162384033
s4,46,baseline_3sigma,87728,67321,70079,52065,0.7429472452517872,8830,6499,0.736013590033975,8819,6559,0.7437351173602449,0.5945273637771606,5.387725830078125
s4,47,baseline_3sigma,87774,67126,70293,52041,0.7403439887328752,8677,6369,0.734009450270831,8804,6535,0.7422762380736029,0.5862995386123657,5.199589252471924
s4,48,baseline_3sigma,87411,66867,69984,51720,0.7390260631001372,8680,6421,0.7397465437788019,8747,6526,0.7460843717846118,0.604386568069458,5.3332319259643555
s4,49,baseline_3sigma,87543,67102,69920,51855,0.741633295194508,8824,6549,0.7421804170444243,8799,6489,0.7374701670644391,0.5924077033996582,5.308751583099365
s4,50,baseline_3sigma,87621,66953,70219,52000,0.740540309602814,8801,6511,0.739802295193728,8601,6298,0.73224043715847,0.5819015502929688,5.305926322937012
s4,51,baseline_3sigma,87529,67024,70130,51919,0.7403251105090546,8723,6464,0.7410294623409378,8676,6430,0.7411249423697557,0.5957657694816589,5.3191819190979
s4,52,baseline_3sigma,88111,67346,70503,52191,0.7402663716437599,8704,6424,0.7380514705882353,8904,6565,0.7373090745732255,0.5724961757659912,5.28990364074707
s4,53,baseline_3sigma,87392,67019,69972,51868,0.7412679357457269,8665,6440,0.7432198499711483,8755,6528,0.7456310679611651,0.5909610390663147,5.362622261047363
s4,54,baseline_3sigma,87267,66855,69935,51747,0.7399299349395868,8828,6572,0.7444494789306751,8504,6351,0.7468250235183443,0.5882914066314697,5.364727973937988
s4,55,baseline_3sigma,87427,66936,70035,51895,0.7409866495323767,8707,6507,0.7473297346962214,8685,6408,0.7378238341968912,0.5776978731155396,5.1706767082214355
s4,56,baseline_3sigma,88212,67323,70489,52019,0.7379733007987062,8965,6610,0.7373117679866146,8758,6447,0.7361269696277689,0.5963810086250305,5.26933479309082
s4,57,baseline_3sigma,87860,67175,70362,52038,0.7395753389613712,8640,6385,0.7390046296296297,8858,6539,0.7382027545721381,0.6041959524154663,5.435413837432861
s4,58,baseline_3sigma,87682,67085,70258,52042,0.7407270346437417,8659,6372,0.7358817415405936,8765,6534,0.7454649172846549,0.5885780453681946,5.325004577636719
s4,59,baseline_3sigma,87094,66720,69813,51733,0.7410224456763067,8684,6404,0.737448180561953,8597,6387,0.7429335814819122,0.5891958475112915,5.3003692626953125
s4,60,baseline_3sigma,87616,66857,70013,51628,0.7374059103309385,8844,6508,0.7358661239258254,8759,6525,0.744948053430757,0.5946272611618042,5.257392406463623
s4,61,baseline_3sigma,88338,67612,70577,52317,0.7412754863482438,8864,6535,0.7372518050541517,8897,6580,0.7395751376868608,0.5948879718780518,5.503017425537109
s4,62,baseline_3sigma,88480,67790,70789,52468,0.7411886027490147,8846,6487,0.7333257969703821,8845,6575,0.7433578292820803,0.5852904915809631,5.345412254333496
s4,63,baseline_3sigma,88040,67569,70187,52163,0.7432003077492984,8848,6642,0.7506781193490054,9005,6636,0.7369239311493615,0.5895541310310364,5.193115234375
s4,64,baseline_3sigma,87531,66982,69998,51861,0.7408925969313409,8697,6484,0.7455444406117052,8836,6552,0.7415119963784518,0.5859054327011108,5.238292217254639
s4,65,baseline_3sigma,88360,67567,70666,52381,0.7412475589392353,8851,6501,0.7344932775957519,8843,6475,0.7322175732217573,0.5916979312896729,5.333056926727295
s4,66,baseline_3sigma,88045,67481,70549,52483,0.7439226636805625,8782,6479,0.7377590526076064,8714,6361,0.729974753270599,0.6003682017326355,5.333563327789307
s4,67,baseline_3sigma,87691,67132,70077,52019,0.7423120281975542,8825,6488,0.7351841359773371,8789,6462,0.7352372283536238,0.5768425464630127,5.4279303550720215
s4,68,baseline_3sigma,88297,67481,70486,52081,0.7388843174531112,8988,6642,0.7389853137516689,8823,6525,0.7395443726623597,0.5933161377906799,5.3902387619018555
s4,69,baseline_3sigma,87919,67327,70215,51960,0.7400128177739799,8850,6563,0.7415819209039548,8854,6560,0.7409080641517958,0.5978376269340515,5.452624797821045
