dataset,run_id,partition,total,accepted,retention,clean_mixing_fraction,posterior_p01,posterior_p50
s4,180,train,70347,49829,0.7083315564274241,0.9230264145899267,3.8326865078313244e-36,0.9995193832245537
s4,180,validation,8822,6230,0.7061890727726139,0.9230264145899267,3.8326865078313244e-36,0.9995193832245537
s4,190,train,70036,49276,0.7035810154777543,0.9170898509928028,4.7269842220479036e-36,0.9991317757818643
s4,190,validation,8795,6173,0.7018760659465606,0.9170898509928028,4.7269842220479036e-36,0.9991317757818643
s4,200,train,70278,49810,0.7087566521528785,0.9210917646849351,3.358583653365578e-34,0.9993235426264143
s4,200,validation,8811,6199,0.703552377709681,0.9210917646849351,3.358583653365578e-34,0.9993235426264143
s4,210,train,70095,49656,0.7084100149796705,0.9196540036470808,5.853888799858803e-36,0.9992439659734049
s4,210,validation,8818,6324,0.7171694261737356,0.9196540036470808,5.853888799858803e-36,0.9992439659734049
s4,220,train,70426,50000,0.7099650697185699,0.9256421151655826,1.5083913333996503e-34,0.9995155128492285
s4,220,validation,8790,6234,0.7092150170648465,0.9256421151655826,1.5083913333996503e-34,0.9995155128492285
s4,230,train,70178,49603,0.7068169511812818,0.920576846250824,9.70000601072737e-34,0.9992597202608829
s4,230,validation,8647,6156,0.7119232103619753,0.920576846250824,9.70000601072737e-34,0.9992597202608829
s4,240,train,70101,49530,0.7065519750074892,0.9184969048639574,7.069524832569863e-35,0.9991545206771658
s4,240,validation,8982,6356,0.7076374972166556,0.9184969048639574,7.069524832569863e-35,0.9991545206771658
s4,250,train,70857,49998,0.7056183581015284,0.9194918291257226,2.383272497162815e-34,0.9993404158791788
s4,250,validation,8910,6209,0.6968574635241301,0.9194918291257226,2.383272497162815e-34,0.9993404158791788
s4,260,train,70206,49360,0.7030738113551548,0.9143442352875307,8.133362894197866e-35,0.9990595059405153
s4,260,validation,8699,6072,0.6980112656627199,0.9143442352875307,8.133362894197866e-35,0.9990595059405153
s4,270,train,70257,49330,0.702136441920378,0.912353670428606,9.211140891573172e-35,0.9990479287832204
s4,270,validation,8779,6172,0.7030413486729696,0.912353670428606,9.211140891573172e-35,0.9990479287832204
s4,280,train,70236,49394,0.7032575887009511,0.9132696810996387,1.8382610759453715e-35,0.9990513308470499
s4,280,validation,8818,6182,0.7010660013608528,0.9132696810996387,1.8382610759453715e-35,0.9990513308470499
s4,290,train,70524,49894,0.7074754693437695,0.9189167032591598,1.423391684619365e-37,0.9993097620039502
s4,290,validation,8775,6134,0.6990313390313391,0.9189167032591598,1.423391684619365e-37,0.9993097620039502
s4,300,train,70585,50104,0.7098392009633775,0.922623090887127,7.887838891446558e-35,0.9994207790045502
s4,300,validation,8708,6162,0.7076251722553973,0.922623090887127,7.887838891446558e-35,0.9994207790045502
s4,310,train,70112,49669,0.7084236649931538,0.9195036518119428,6.953144969052004e-34,0.9993140785451426
s4,310,validation,8684,6152,0.7084292952556426,0.9195036518119428,6.953144969052004e-34,0.9993140785451426
s4,320,train,70417,49562,0.7038357214877089,0.9129860846836587,4.536709452215556e-36,0.9989546099151689
s4,320,validation,8757,6118,0.6986410871302957,0.9129860846836587,4.536709452215556e-36,0.9989546099151689
s4,330,train,70321,49473,0.7035309509250437,0.9143010733688428,5.467970713100424e-37,0.9990544221077021
s4,330,validation,8927,6316,0.7075165229080318,0.9143010733688428,5.467970713100424e-37,0.9990544221077021
s4,340,train,70535,49511,0.7019352094704756,0.9151008706344274,2.4051938658850892e-35,0.9991161669886219
s4,340,validation,8757,6128,0.6997830307182825,0.9151008706344274,2.4051938658850892e-35,0.9991161669886219
s4,350,train,70632,49312,0.6981538113036584,0.906924495380067,3.025834047060663e-36,0.9988114686776794
s4,350,validation,8626,6042,0.7004405286343612,0.906924495380067,3.025834047060663e-36,0.9988114686776794
s4,360,train,70143,49327,0.7032348202956816,0.9161876132698966,2.3929414017992325e-36,0.9993277078872072
s4,360,validation,8745,6091,0.6965122927387078,0.9161876132698966,2.3929414017992325e-36,0.9993277078872072
s4,370,train,69717,48978,0.7025259262446749,0.9120771109073634,3.3368472140688963e-35,0.9989012209648387
s4,370,validation,8615,6033,0.7002901915264075,0.9120771109073634,3.3368472140688963e-35,0.9989012209648387
s4,380,train,69581,48918,0.7030367485376755,0.9132879925896389,5.074359069162632e-35,0.9990739918823156
s4,380,validation,8758,6183,0.7059831011646495,0.9132879925896389,5.074359069162632e-35,0.9990739918823156
s4,390,train,70439,49242,0.6990729567427135,0.9079778820464675,3.966896185052948e-37,0.9989075130569336
s4,390,validation,8810,6188,0.7023836549375709,0.9079778820464675,3.966896185052948e-37,0.9989075130569336
s4,400,train,70437,49584,0.7039482090378636,0.9133761127060396,1.0463092456837638e-38,0.9991824860174994
s4,400,validation,8771,6207,0.707673013339414,0.9133761127060396,1.0463092456837638e-38,0.9991824860174994
s4,410,train,70508,49505,0.7021189084926533,0.9120447448562855,3.54549706827587e-36,0.9990408787745189
s4,410,validation,8659,6089,0.7031989837163645,0.9120447448562855,3.54549706827587e-36,0.9990408787745189
s4,420,train,70294,49320,0.7016246052294648,0.9119920794381356,5.049238352090275e-36,0.9989610058805126
s4,420,validation,8746,6191,0.7078664532357649,0.9119920794381356,5.049238352090275e-36,0.9989610058805126
s4,430,train,70418,49539,0.703499105342384,0.914992546141201,1.0124881525955356e-36,0.9991327685199894
s4,430,validation,8804,6147,0.6982053611994548,0.914992546141201,1.0124881525955356e-36,0.9991327685199894
s4,440,train,69823,49411,0.7076607994500379,0.9142829644407693,3.8252873633497637e-35,0.9990746368551228
s4,440,validation,8776,6170,0.7030537830446673,0.9142829644407693,3.8252873633497637e-35,0.9990746368551228
s4,450,train,69938,49519,0.7080414081043209,0.9164459597037805,1.9605476142368866e-38,0.9992999588613438
s4,450,validation,8925,6291,0.704873949579832,0.9164459597037805,1.9605476142368866e-38,0.9992999588613438
s4,460,train,69958,49200,0.7032791103233369,0.913480257808692,6.694855535523349e-39,0.9991235578954214
s4,460,validation,8743,6109,0.69873041290175,0.913480257808692,6.694855535523349e-39,0.9991235578954214
s4,470,train,70066,49075,0.7004110410184683,0.9104447569398165,5.401136519174359e-37,0.9988812565755304
s4,470,validation,8694,6167,0.7093397745571659,0.9104447569398165,5.401136519174359e-37,0.9988812565755304
s4,480,train,70155,49734,0.70891597177678,0.9192774816038893,1.2166904917606258e-35,0.9992004017142153
s4,480,validation,8854,6232,0.703862660944206,0.9192774816038893,1.2166904917606258e-35,0.9992004017142153
s4,490,train,70001,49571,0.7081470264710504,0.9210632295430887,2.0000131386990608e-32,0.9992096951819104
s4,490,validation,8793,6206,0.705788695553281,0.9210632295430887,2.0000131386990608e-32,0.9992096951819104
s4,500,train,69987,49384,0.7056167573978025,0.9179270283498762,2.8264503167481254e-35,0.9990270420173596
s4,500,validation,8770,6209,0.707981755986317,0.9179270283498762,2.8264503167481254e-35,0.9990270420173596
s4,510,train,70127,49523,0.7061901977840204,0.9184326537052975,2.908313250700726e-35,0.9991457529782721
s4,510,validation,8965,6322,0.7051868377021752,0.9184326537052975,2.908313250700726e-35,0.9991457529782721
s4,520,train,69903,49377,0.7063645337109995,0.9178954614561844,1.3009357627852537e-35,0.9990407580378794
s4,520,validation,8789,6233,0.709181931960405,0.9178954614561844,1.3009357627852537e-35,0.9990407580378794
s4,530,train,69874,49580,0.7095629275553138,0.9207067844770854,3.46341299796318e-34,0.9991542435010524
s4,530,validation,8846,6260,0.7076644811214108,0.9207067844770854,3.46341299796318e-34,0.9991542435010524
s4,540,train,70533,49951,0.7081933279457843,0.922237707669989,8.542620118107057e-36,0.9994337868595361
s4,540,validation,8807,6302,0.7155671624843875,0.922237707669989,8.542620118107057e-36,0.9994337868595361
s4,550,train,70723,50117,0.7086379254273716,0.9207713755922026,6.534851589865582e-35,0.9992690298547567
s4,550,validation,8828,6245,0.7074082464884458,0.9207713755922026,6.534851589865582e-35,0.9992690298547567
s4,560,train,70137,49449,0.7050344326104624,0.9181596195950562,1.0394537327754804e-33,0.9991215289979676
s4,560,validation,8734,6228,0.7130753377604763,0.9181596195950562,1.0394537327754804e-33,0.9991215289979676
s4,570,train,70570,50142,0.7105285532095792,0.9254074283848146,2.172665141841047e-34,0.999356205353277
s4,570,validation,8712,6228,0.7148760330578512,0.9254074283848146,2.172665141841047e-34,0.999356205353277
s4,580,train,70003,49701,0.7099838578346642,0.9232554451308855,5.645279091763664e-38,0.9992488273303157
s4,580,validation,8812,6201,0.7036995006808897,0.9232554451308855,5.645279091763664e-38,0.9992488273303157
s4,590,train,70479,50319,0.7139573489975738,0.9250286983366212,3.2654233057967606e-37,0.9992988240379619
s4,590,validation,8452,5989,0.7085896829152863,0.9250286983366212,3.2654233057967606e-37,0.9992988240379619
s4,600,train,70555,50529,0.7161646942101906,0.9298249430393086,2.1346504405178573e-35,0.9996200338547282
s4,600,validation,8881,6288,0.7080283751829749,0.9298249430393086,2.1346504405178573e-35,0.9996200338547282
s4,610,train,70101,49823,0.7107316586068673,0.9242928702220119,5.493256671649752e-37,0.9992796268423886
s4,610,validation,8603,6085,0.7073114029989539,0.9242928702220119,5.493256671649752e-37,0.9992796268423886
s4,620,train,69914,49667,0.710401350230283,0.9222504627068365,3.1215225740667084e-37,0.9992547862788403
s4,620,validation,8713,6132,0.7037759669459428,0.9222504627068365,3.1215225740667084e-37,0.9992547862788403
s4,630,train,70476,50183,0.7120580055621772,0.9224311707248475,1.6626070719051445e-34,0.9992836010161319
s4,630,validation,8882,6246,0.7032199954965098,0.9224311707248475,1.6626070719051445e-34,0.9992836010161319
s4,640,train,69827,49442,0.7080642158477379,0.9214125126787823,4.8241875298301905e-34,0.9991673876732253
s4,640,validation,8895,6246,0.7021922428330523,0.9214125126787823,4.8241875298301905e-34,0.9991673876732253
s4,650,train,70201,49912,0.7109870229768807,0.92610499265923,2.400644105087093e-37,0.9995068876746154
s4,650,validation,8761,6250,0.7133888825476544,0.92610499265923,2.400644105087093e-37,0.9995068876746154
s4,660,train,70195,49863,0.7103497400099722,0.9199380094849917,1.0486372659604097e-34,0.9991366280025593
s4,660,validation,8660,6143,0.7093533487297922,0.9199380094849917,1.0486372659604097e-34,0.9991366280025593
s4,670,train,70017,49636,0.7089135495665339,0.9222695421836654,5.6246339516207936e-36,0.9993190264461418
s4,670,validation,8768,6238,0.7114507299270073,0.9222695421836654,5.6246339516207936e-36,0.9993190264461418
s4,680,train,70255,49880,0.7099850544445235,0.9249522403277197,2.0481933829028792e-35,0.9995175924270646
s4,680,validation,8724,6218,0.7127464465841357,0.9249522403277197,2.0481933829028792e-35,0.9995175924270646
s4,690,train,70587,49986,0.7081473925793701,0.9228395824877919,1.4718321457781834e-32,0.9991719569394839
s4,690,validation,8907,6246,0.7012462108454025,0.9228395824877919,1.4718321457781834e-32,0.9991719569394839
s4,700,train,70095,49672,0.7086382766245809,0.921362987062307,3.6305805705936903e-37,0.9993323044112853
s4,700,validation,8676,6163,0.7103503918856616,0.921362987062307,3.6305805705936903e-37,0.9993323044112853
s4,710,train,70162,49830,0.7102135058863772,0.9217932312677432,2.88455801002894e-32,0.9992249436634759
s4,710,validation,8703,6158,0.7075721015741698,0.9217932312677432,2.88455801002894e-32,0.9992249436634759
