run_id,seed,fraction,parent,selected,status
321,20260730,0.2,60446,48432,written
322,20260730,0.2,60464,48510,written
323,20260730,0.2,60214,48015,written
324,20260730,0.2,60169,48267,written
325,20260730,0.2,60144,47988,written
326,20260730,0.2,60219,47938,written
327,20260730,0.2,60220,48263,written
328,20260730,0.2,60198,48224,written
330,20260730,0.2,60490,48394,written
329,20260730,0.2,60198,48068,written
331,20260730,0.2,60327,48252,written
332,20260730,0.2,60435,48428,written
333,20260730,0.2,60268,48231,written
334,20260730,0.2,60679,48475,written
335,20260730,0.2,60196,48036,written
336,20260730,0.2,59921,47834,written
337,20260730,0.2,60286,48063,written
338,20260730,0.2,60040,48140,written
339,20260730,0.2,60138,48304,written
340,20260730,0.2,60355,48315,written
341,20260730,0.2,60402,48354,written
342,20260730,0.2,60182,48224,written
343,20260730,0.2,60377,48292,written
344,20260730,0.2,60234,48059,written
345,20260730,0.2,60233,48181,written
346,20260730,0.2,60357,48178,written
347,20260730,0.2,60330,48231,written
348,20260730,0.2,60045,47955,written
349,20260730,0.2,60131,47964,written
350,20260730,0.2,60237,48297,written
351,20260730,0.2,60355,48375,written
352,20260730,0.2,60025,48120,written
353,20260730,0.2,60408,48359,written
354,20260730,0.2,60131,48180,written
355,20260730,0.2,59987,48132,written
356,20260730,0.2,60358,48223,written
357,20260730,0.2,60289,48233,written
358,20260730,0.2,59939,48018,written
359,20260730,0.2,59750,47769,written
360,20260730,0.2,60591,48554,written
361,20260730,0.2,60083,48041,written
362,20260730,0.2,60254,48101,written
363,20260730,0.2,59830,47833,written
364,20260730,0.2,60462,48317,written
365,20260730,0.2,60117,48094,written
366,20260730,0.2,60188,48102,written
367,20260730,0.2,60235,48201,written
368,20260730,0.2,60128,48161,written
369,20260730,0.2,60384,48409,written
370,20260730,0.2,60354,48293,written
371,20260730,0.2,60423,48390,written
372,20260730,0.2,60370,48444,written
373,20260730,0.2,60246,48157,written
374,20260730,0.2,60140,48179,written
375,20260730,0.2,60234,48000,written
376,20260730,0.2,60411,48315,written
377,20260730,0.2,60298,48305,written
378,20260730,0.2,60301,48258,written
379,20260730,0.2,60187,48345,written
380,20260730,0.2,59983,47916,written
381,20260730,0.2,59875,47827,written
382,20260730,0.2,60158,48160,written
383,20260730,0.2,60714,48431,written
384,20260730,0.2,59875,47810,written
385,20260730,0.2,59796,47785,written
386,20260730,0.2,60367,48268,written
387,20260730,0.2,60091,47931,written
388,20260730,0.2,59995,48060,written
389,20260730,0.2,60053,47917,written
390,20260730,0.2,60027,47895,written
391,20260730,0.2,59828,47944,written
392,20260730,0.2,60291,48329,written
393,20260730,0.2,59890,47876,written
394,20260730,0.2,60429,48558,written
395,20260730,0.2,60516,48583,written
396,20260730,0.2,60083,48095,written
397,20260730,0.2,60289,48209,written
398,20260730,0.2,60578,48309,written
